,version_count,total_gross
2413,25.0,24477704.0
2414,16.0,21479118.0
2415,13.0,20396829.0
2416,8.0,18942396.0
2417,7.0,15013650.0
2418,16.0,14618727.0
2419,13.0,11330849.0
2420,8.0,8840453.0
2421,24.0,7385015.0
2422,3.0,6928068.0
2423,9.0,5666340.0
2424,15.0,1124445.0
2425,16.0,538690.0
2426,6.0,45585.0
2427,19.0,21590086.0
2428,15.0,17237855.0
2429,7.0,11538204.0
2431,1.0,7919574.0
2432,1.0,7251073.0
2433,4.0,6531503.0
2434,24.0,6263670.0
2435,4.0,5354039.0
2436,21.0,5284309.0
2437,6.0,5101237.0
2438,8.0,4404154.0
2439,17.0,4328849.0
2440,2.0,4157223.0
2442,11.0,3494070.0
2443,5.0,3346265.0
2444,2.0,3014696.0
2445,6.0,2963902.0
2446,7.0,2711643.0
2447,34.0,2507201.0
2448,5.0,2266905.0
2449,7.0,2171257.0
2450,2.0,2107925.0
2451,1.0,2037459.0
2453,4.0,1475746.0
2454,19.0,1378591.0
2455,16.0,1359910.0
2456,8.0,1223516.0
2457,15.0,1065881.0
2459,7.0,1029655.0
2460,5.0,898786.0
2461,1.0,883887.0
2462,10.0,870781.0
2463,1.0,857005.0
2465,5.0,666045.0
2466,7.0,637421.0
2467,4.0,595018.0
2468,9.0,575048.0
2469,10.0,568662.0
2471,2.0,454121.0
2472,17.0,444179.0
2473,3.0,411184.0
2474,15.0,373375.0
2475,6.0,353513.0
2477,21.0,347578.0
2478,13.0,304533.0
2479,27.0,265452.0
2480,7.0,258223.0
2481,10.0,214307.0
2482,5.0,189621.0
2484,7.0,164247.0
2487,12.0,104526.0
2488,5.0,100688.0
2492,5.0,65018.0
2494,5.0,46488.0
2496,16.0,42472.0
2498,5.0,38898.0
2499,3.0,36895.0
2501,4.0,30668.0
2503,4.0,22464.0
2505,12.0,22029.0
2506,3.0,21886.0
2507,18.0,15071.0
2508,7.0,14693.0
2509,8.0,6255.0
2511,20.0,64251541.0
2512,8.0,51580236.0
2514,7.0,40041683.0
2515,13.0,32381217.0
2516,7.0,32172757.0
2517,23.0,31424003.0
2518,12.0,25124966.0
2519,40.0,20158898.0
2520,4.0,17329486.0
2521,10.0,16131410.0
2522,9.0,13749300.0
2523,7.0,12754783.0
2524,5.0,10508518.0
2526,14.0,8008161.0
2527,8.0,6002684.0
2528,20.0,3128941.0
2530,16.0,60755732.0
2531,7.0,16298046.0
2532,14.0,14019924.0
2533,16.0,13559812.0
2535,6.0,7712114.0
2536,6.0,4775656.0
2538,16.0,2827666.0
2541,1.0,2479538.0
2543,2.0,1429299.0
2544,4.0,1190003.0
2545,4.0,1103037.0
2548,5.0,694782.0
2549,4.0,540382.0
2552,7.0,370627.0
2555,2.0,318121.0
2556,14.0,312706.0
2557,4.0,307486.0
2558,4.0,281350.0
2559,11.0,266689.0
2561,5.0,228004.0
2562,15.0,202348.0
2563,12.0,146490.0
2564,3.0,113568.0
2565,8.0,108589.0
2566,11.0,96868.0
2570,6.0,92476.0
2571,5.0,88335.0
2573,1.0,32833.0
2575,7.0,29384.0
2576,3.0,27160.0
2577,17.0,25517.0
2579,7.0,19411.0
2580,8.0,17365.0
2581,12.0,14947.0
2583,19.0,11774.0
2584,21.0,11294.0
2589,16.0,8437.0
2590,18.0,7965.0
2592,18.0,5964.0
2593,16.0,5577.0
2594,3.0,4936.0
2597,13.0,3451.0
2598,12.0,2592.0
2599,16.0,2571.0
2602,8.0,1810.0
2603,12.0,1714.0
2605,3.0,143495265.0
2606,5.0,141319928.0
2607,7.0,106954678.0
2608,7.0,82584160.0
2609,6.0,71503593.0
2610,6.0,59891098.0
2611,21.0,59100318.0
2612,27.0,56671993.0
2613,5.0,46412041.0
2614,3.0,45950122.0
2615,7.0,45064915.0
2616,7.0,44540956.0
2617,11.0,42335698.0
2618,6.0,39464306.0
2619,9.0,37849583.0
2620,5.0,37770162.0
2621,5.0,35428675.0
2622,5.0,32543449.0
2624,3.0,31597131.0
2626,5.0,31203964.0
2627,4.0,30307416.0
2628,5.0,27363891.0
2629,4.0,26782316.0
2630,4.0,26418667.0
2631,6.0,26238243.0
2632,5.0,24793509.0
2633,5.0,24792251.0
2634,3.0,23249649.0
2635,16.0,21569509.0
2636,3.0,21540363.0
2637,17.0,21506546.0
2638,10.0,21078145.0
2639,7.0,20255281.0
2640,5.0,19074800.0
2641,2.0,18492362.0
2642,7.0,18335230.0
2643,6.0,17606684.0
2644,21.0,17550872.0
2645,5.0,17510118.0
2646,1.0,17380866.0
2647,3.0,16071990.0
2648,1.0,15539656.0
2649,5.0,14245415.0
2650,18.0,14018296.0
2651,9.0,13569248.0
2652,6.0,13303319.0
2653,5.0,13043363.0
2654,6.0,12795746.0
2655,5.0,12785432.0
2656,4.0,12550605.0
2657,5.0,11902715.0
2658,4.0,11540607.0
2659,22.0,10726630.0
2660,9.0,10724389.0
2661,4.0,10426506.0
2662,9.0,10254979.0
2663,14.0,10179275.0
2664,1.0,9538948.0
2665,6.0,9439923.0
2666,6.0,9081057.0
2668,3.0,8665206.0
2669,3.0,8038061.0
2670,3.0,7468936.0
2671,4.0,7065332.0
2672,8.0,7061128.0
2673,7.0,7025722.0
2674,19.0,7018189.0
2675,22.0,6946056.0
2676,8.0,6861102.0
2677,9.0,6783129.0
2678,13.0,6623082.0
2679,8.0,6584159.0
2680,8.0,6008677.0
2681,7.0,6002451.0
2682,8.0,5763875.0
2683,4.0,5645298.0
2684,2.0,5502773.0
2685,5.0,5020111.0
2686,2.0,5001708.0
2687,2.0,4939939.0
2688,11.0,4722310.0
2689,15.0,4601043.0
2690,8.0,4543320.0
2691,7.0,4018771.0
2694,7.0,3675753.0
2695,26.0,3600006.0
2696,8.0,3517797.0
2698,5.0,2990625.0
2699,10.0,2926565.0
2700,9.0,2901447.0
2702,5.0,2706659.0
2703,6.0,2540106.0
2704,20.0,2532228.0
2705,3.0,2434652.0
2706,9.0,2377348.0
2709,15.0,2301839.0
2710,3.0,2277396.0
2712,8.0,2057193.0
2713,12.0,2007290.0
2719,15.0,1430241.0
2720,6.0,1408575.0
2721,15.0,1348205.0
2722,2.0,1321194.0
2723,4.0,1295194.0
2725,2.0,1094668.0
2726,9.0,1005539.0
2727,2.0,924260.0
2728,12.0,712095.0
2730,1.0,672243.0
2732,6.0,564489.0
2734,39.0,523511.0
2735,10.0,482355.0
2737,4.0,408015.0
2739,21.0,336472.0
2742,8.0,252603.0
2743,2.0,228498.0
2745,1.0,113682.0
2748,8.0,63463.0
2749,1.0,53662.0
2750,2.0,46495.0
2754,8.0,27816.0
2758,6.0,431088295.0
2759,6.0,380270577.0
2760,14.0,307263857.0
2761,12.0,306169268.0
2762,5.0,302191252.0
2763,9.0,285761243.0
2765,7.0,250863268.0
2768,6.0,233632142.0
2769,6.0,219614612.0
2770,13.0,219195243.0
2771,2.0,217326974.0
2774,23.0,208545589.0
2775,8.0,196573705.0
2776,7.0,195330621.0
2778,8.0,186740799.0
2782,8.0,177243721.0
2784,12.0,176760185.0
2785,5.0,176484651.0
2786,4.0,176387405.0
2787,5.0,173585516.0
2789,7.0,161321843.0
2791,12.0,158671368.0
2792,20.0,157299717.0
2793,4.0,154696080.0
2796,9.0,146282411.0
2797,13.0,145000989.0
2799,1.0,144156605.0
2800,9.0,143619809.0
2801,5.0,143153751.0
2802,4.0,139854287.0
2803,3.0,138614544.0
2805,4.0,134529403.0
2806,12.0,133110742.0
2808,5.0,132072926.0
2811,5.0,128505958.0
2812,6.0,128200012.0
2813,7.0,126477084.0
2815,19.0,124872350.0
2816,11.0,124740460.0
2817,18.0,124630220.0
2818,13.0,121248145.0
2819,4.0,119519402.0
2820,3.0,117559438.0
2822,4.0,116000000.0
2823,14.0,114968774.0
2824,5.0,114326736.0
2825,11.0,113466553.0
2826,6.0,112952899.0
2827,18.0,112892319.0
2830,16.0,105492483.0
2831,8.0,104386950.0
2833,6.0,102543518.0
2835,12.0,102308889.0
2836,7.0,101599005.0
2837,21.0,100012499.0
2838,6.0,98711404.0
2839,5.0,93927920.0
2840,3.0,90570999.0
2841,8.0,89133410.0
2843,15.0,87704396.0
2844,7.0,86888546.0
2845,5.0,86273333.0
2846,5.0,85160248.0
2847,4.0,84563118.0
2848,6.0,83898313.0
2849,10.0,83298585.0
2850,16.0,83028128.0
2851,20.0,83008852.0
2852,3.0,82571173.0
2854,7.0,81600000.0
2855,10.0,81562942.0
2857,3.0,80277646.0
2858,6.0,80172128.0
2859,5.0,79366978.0
2860,15.0,78944891.0
2861,6.0,77911774.0
2862,33.0,77267296.0
2863,14.0,77222099.0
2864,6.0,76808654.0
2865,11.0,76572238.0
2867,15.0,76253806.0
2868,10.0,76113124.0
2869,7.0,75973200.0
2870,6.0,75624550.0
2871,10.0,75505856.0
2873,8.0,75030163.0
2874,10.0,72179579.0
2875,5.0,70839203.0
2876,12.0,70770147.0
2877,5.0,70165972.0
2878,9.0,69684532.0
2879,6.0,69467617.0
2881,11.0,68224452.0
2884,9.0,67052156.0
2886,6.0,65705771.0
2887,3.0,65014513.0
2888,6.0,64783827.0
2889,7.0,64575175.0
2890,4.0,64506874.0
2891,6.0,64003625.0
2892,7.0,63779477.0
2893,6.0,63179523.0
2894,4.0,61749765.0
2895,7.0,60922980.0
2896,17.0,60592389.0
2897,4.0,60062868.0
2898,5.0,60053195.0
2899,8.0,60022256.0
2900,14.0,59735548.0
2902,12.0,59031057.0
2903,4.0,58715510.0
2904,7.0,58709717.0
2905,6.0,58406347.0
2906,7.0,57386607.0
2907,13.0,57138719.0
2908,5.0,56399184.0
2909,14.0,56362352.0
2910,3.0,56127162.0
2911,5.0,55474756.0
2912,5.0,55473545.0
2913,6.0,55001642.0
2914,9.0,54760791.0
2915,8.0,54607383.0
2916,5.0,54222310.0
2917,5.0,53977250.0
2918,11.0,53615089.0
2919,8.0,52929168.0
2920,6.0,52775765.0
2921,11.0,52698535.0
2922,5.0,52474616.0
2923,7.0,52000688.0
2924,6.0,51700000.0
2925,5.0,51432760.0
2926,2.0,51249404.0
2927,4.0,51100486.0
2928,10.0,51079064.0
2929,8.0,50151543.0
2930,13.0,50008143.0
2931,10.0,49876377.0
2932,3.0,49554002.0
2933,7.0,49443628.0
2934,5.0,49323468.0
2935,6.0,49008662.0
2936,4.0,48818921.0
2937,3.0,48608066.0
2938,7.0,48548426.0
2939,4.0,48116322.0
2940,2.0,48006762.0
2941,4.0,47795658.0
2942,5.0,47398413.0
2943,6.0,46729800.0
2944,7.0,46566212.0
2945,9.0,46351345.0
2946,9.0,46151454.0
2947,4.0,46044396.0
2948,11.0,45661556.0
2950,13.0,44789789.0
2952,11.0,44338224.0
2953,7.0,44143410.0
2954,13.0,44029386.0
2955,18.0,43848069.0
2956,6.0,43700855.0
2957,6.0,43218387.0
2958,6.0,43095856.0
2959,7.0,42721196.0
2961,5.0,41543917.0
2962,4.0,41011711.0
2963,7.0,40981289.0
2964,9.0,40874452.0
2965,5.0,40689393.0
2966,14.0,40456565.0
2967,7.0,39785027.0
2969,3.0,39687694.0
2970,3.0,39263420.0
2971,12.0,38922972.0
2972,12.0,38896854.0
2973,8.0,38435947.0
2974,5.0,38233676.0
2976,14.0,37915414.0
2977,8.0,37886980.0
2978,1.0,37823676.0
2979,5.0,37672941.0
2980,12.0,37520095.0
2981,6.0,37519139.0
2982,4.0,37121708.0
2983,8.0,37030102.0
2984,7.0,36845124.0
2985,4.0,36661504.0
2986,7.0,36400491.0
2987,6.0,36280697.0
2988,2.0,36145695.0
2990,2.0,36000000.0
2991,3.0,35856053.0
2992,16.0,35739755.0
2993,5.0,35615609.0
2994,10.0,35353000.0
2995,15.0,35100000.0
2996,4.0,35093569.0
2998,7.0,33862903.0
2999,5.0,33832741.0
3000,1.0,33772838.0
3002,11.0,33683817.0
3003,7.0,33669178.0
3004,8.0,33644788.0
3005,10.0,33426971.0
3006,4.0,33243020.0
3007,4.0,32880591.0
3008,2.0,32647042.0
3009,16.0,32434006.0
3010,9.0,32367005.0
3011,4.0,32061555.0
3012,7.0,31770414.0
3014,6.0,31602566.0
3015,4.0,31407873.0
3016,4.0,31063038.0
3017,5.0,30882515.0
3018,10.0,30857814.0
3019,1.0,30691439.0
3020,1.0,30688860.0
3021,8.0,30669413.0
3022,9.0,30441326.0
3023,6.0,30218387.0
3024,5.0,30105968.0
3026,7.0,30031783.0
3027,9.0,29844101.0
3028,3.0,29381956.0
3029,4.0,29200000.0
3030,6.0,29187243.0
3031,4.0,29174648.0
3033,6.0,28638916.0
3034,6.0,28564995.0
3036,1.0,27873386.0
3037,7.0,27343067.0
3038,10.0,26657534.0
3039,7.0,26593646.0
3040,2.0,26528185.0
3042,5.0,26420672.0
3043,7.0,26167002.0
3045,2.0,26098824.0
3046,5.0,25933445.0
3048,9.0,25857416.0
3049,5.0,25785603.0
3050,6.0,25296447.0
3051,12.0,25216243.0
3052,8.0,25205460.0
3053,6.0,25200412.0
3054,6.0,25147055.0
3056,9.0,24650296.0
3058,7.0,24409722.0
3059,5.0,24277858.0
3060,3.0,24276506.0
3061,3.0,23859382.0
3062,3.0,23646952.0
3063,7.0,23278931.0
3064,9.0,23186769.0
3066,4.0,22771646.0
3067,6.0,22753426.0
3068,5.0,22532572.0
3069,8.0,22530295.0
3070,8.0,22482952.0
3071,10.0,22433275.0
3072,5.0,22228000.0
3073,8.0,21974919.0
3074,3.0,21830957.0
3075,6.0,21633781.0
3076,28.0,21488481.0
3077,11.0,21435321.0
3078,3.0,21413502.0
3079,7.0,21226204.0
3080,5.0,21009180.0
3081,3.0,21002919.0
3082,5.0,21000147.0
3084,8.0,20959585.0
3086,13.0,20781385.0
3087,2.0,20714400.0
3088,5.0,20659423.0
3091,2.0,20342161.0
3092,5.0,20305251.0
3093,1.0,20225989.0
3095,4.0,20006730.0
3096,1.0,19928200.0
3098,4.0,19674852.0
3100,8.0,18999718.0
3101,12.0,18924919.0
3102,5.0,18844784.0
3103,4.0,18670401.0
3104,5.0,18644570.0
3105,6.0,18597342.0
3106,2.0,18532286.0
3107,2.0,18428904.0
3108,6.0,18225518.0
3110,3.0,17860280.0
3111,5.0,17845337.0
3113,2.0,17613720.0
3114,4.0,17326650.0
3115,7.0,17320136.0
3116,12.0,17233166.0
3117,4.0,17124395.0
3119,6.0,16827402.0
3120,5.0,16809014.0
3121,5.0,16703799.0
3122,5.0,16624456.0
3123,3.0,16424918.0
3124,4.0,16204793.0
3125,1.0,16037962.0
3126,18.0,15821461.0
3127,1.0,15782759.0
3128,4.0,15714234.0
3130,5.0,15418790.0
3131,15.0,15240435.0
3132,5.0,14973382.0
3133,6.0,14942422.0
3134,1.0,14919570.0
3135,7.0,14800725.0
3136,9.0,14734633.0
3137,7.0,14543394.0
3138,8.0,14523101.0
3139,4.0,14470947.0
3140,4.0,14448589.0
3141,7.0,14356479.0
3142,3.0,14254993.0
3143,8.0,14011084.0
3144,1.0,13932383.0
3145,21.0,63914167.0
3146,12.0,54333290.0
3147,12.0,37490007.0
3148,7.0,27865571.0
3149,9.0,23240020.0
3151,8.0,15024049.0
3152,45.0,13235319.0
3153,8.0,12068313.0
3154,9.0,11494838.0
3155,7.0,9047981.0
3156,15.0,3493000.0
3157,18.0,3491669.0
3158,10.0,1446634.0
3159,11.0,1315590.0
3160,20.0,121179.0
3161,4.0,241438208.0
3162,12.0,25352281.0
3164,1.0,5304920.0
3165,1.0,4593598.0
3166,10.0,4069826.0
3167,1.0,4038912.0
3168,11.0,3885134.0
3169,4.0,3524826.0
3171,8.0,2930687.0
3172,25.0,2880537.0
3173,9.0,2429367.0
3174,3.0,2388804.0
3175,4.0,2266067.0
3176,18.0,2199787.0
3177,3.0,2030962.0
3178,4.0,1836089.0
3180,6.0,1636190.0
3181,4.0,1629862.0
3182,5.0,1603616.0
3185,4.0,1514782.0
3191,1.0,1222708.0
3193,4.0,1060922.0
3196,1.0,1014071.0
3198,21.0,950792.0
3202,7.0,744296.0
3206,1.0,696921.0
3207,4.0,688523.0
3211,7.0,619162.0
3213,24.0,590700.0
3215,5.0,552959.0
3216,4.0,548115.0
3217,39.0,544890.0
3218,6.0,539792.0
3219,10.0,534100.0
3220,7.0,504030.0
3221,3.0,486767.0
3222,4.0,484592.0
3226,14.0,435746.0
3227,20.0,427418.0
3230,5.0,404122.0
3231,6.0,396519.0
3232,1.0,391674.0
3233,4.0,389220.0
3234,11.0,384473.0
3236,2.0,374675.0
3237,9.0,373605.0
3239,1.0,352428.0
3241,23.0,350006.0
3242,4.0,346669.0
3243,14.0,336467.0
3244,11.0,334616.0
3245,6.0,332829.0
3247,13.0,327716.0
3248,7.0,327452.0
3249,7.0,327345.0
3251,1.0,325653.0
3252,4.0,319299.0
3254,11.0,306845.0
3256,6.0,296359.0
3258,1.0,281447.0
3261,1.0,271143.0
3265,25.0,243550.0
3266,6.0,240381.0
3267,8.0,239056.0
3268,2.0,234743.0
3269,6.0,229653.0
3271,5.0,223880.0
3272,4.0,217277.0
3273,2.0,211440.0
3275,15.0,202370.0
3277,12.0,199176.0
3282,4.0,176113.0
3284,7.0,172605.0
3285,13.0,169976.0
3287,4.0,167047.0
3288,8.0,159429.0
3290,5.0,157961.0
3292,11.0,154084.0
3298,3.0,148047.0
3304,1.0,137515.0
3305,11.0,137042.0
3307,4.0,132055.0
3308,6.0,129579.0
3312,8.0,122742.0
3313,7.0,118919.0
3315,14.0,115694.0
3320,7.0,104442.0
3323,33.0,100887.0
3324,7.0,100035.0
3325,5.0,96464.0
3326,3.0,95000.0
3327,11.0,93995.0
3328,17.0,89237.0
3330,1.0,85154.0
3331,5.0,84283.0
3334,3.0,77907.0
3338,1.0,68723.0
3341,10.0,61810.0
3346,30.0,56825.0
3348,1.0,55804.0
3350,13.0,55708.0
3351,11.0,54030.0
3357,5.0,46742.0
3358,8.0,46714.0
3361,7.0,42070.0
3363,4.0,41045.0
3368,1.0,36689.0
3371,4.0,33745.0
3372,14.0,33245.0
3378,5.0,31081.0
3379,11.0,30915.0
3380,4.0,30638.0
3382,14.0,30283.0
3383,9.0,29683.0
3386,12.0,28468.0
3388,20.0,27053.0
3389,9.0,26651.0
3390,13.0,26403.0
3391,11.0,25423.0
3393,7.0,24525.0
3394,1.0,24098.0
3399,15.0,22620.0
3400,14.0,22406.0
3406,8.0,20175.0
3407,1.0,20061.0
3408,7.0,19684.0
3410,1.0,17929.0
3411,17.0,17909.0
3412,23.0,17801.0
3415,8.0,16075.0
3416,2.0,15676.0
3417,10.0,14351.0
3419,17.0,13790.0
3420,5.0,13510.0
3421,6.0,13439.0
3422,15.0,13302.0
3425,22.0,12189.0
3427,1.0,11434.0
3428,9.0,11004.0
3430,1.0,10687.0
3432,1.0,9946.0
3435,10.0,9747.0
3438,15.0,9216.0
3443,5.0,8447.0
3444,5.0,8251.0
3446,6.0,8050.0
3447,5.0,8020.0
3448,5.0,7943.0
3450,1.0,7643.0
3451,15.0,7429.0
3452,12.0,7413.0
3455,14.0,7117.0
3457,11.0,6950.0
3459,12.0,6780.0
3460,23.0,6673.0
3461,16.0,6671.0
3462,10.0,6334.0
3464,5.0,5719.0
3466,7.0,5661.0
3468,3.0,5430.0
3469,15.0,5043.0
3472,6.0,4876.0
3473,19.0,4833.0
3474,3.0,4629.0
3475,4.0,4373.0
3476,14.0,4187.0
3477,8.0,4115.0
3478,15.0,4105.0
3480,15.0,3911.0
3481,8.0,3865.0
3482,8.0,3838.0
3483,12.0,3697.0
3484,15.0,3643.0
3486,3.0,3519.0
3490,6.0,3010.0
3491,7.0,3003.0
3492,16.0,2959.0
3493,9.0,2651.0
3494,7.0,2618.0
3495,5.0,2521.0
3497,4.0,2432.0
3498,10.0,2377.0
3501,10.0,1926.0
3502,14.0,1710.0
3504,2.0,1477.0
3505,13.0,1279.0
3506,7.0,1061.0
3507,11.0,1006.0
3509,5.0,935.0
3512,19.0,759.0
3513,13.0,625.0
3514,12.0,95.0
3516,5.0,14124284.0
3517,32.0,6854611.0
3518,12.0,5845732.0
3519,21.0,5713179.0
3520,11.0,3123963.0
3521,5.0,2614251.0
3523,6.0,1826705.0
3524,23.0,1375769.0
3526,17.0,1075178.0
3527,12.0,1066981.0
3529,29.0,1008726.0
3531,18.0,88273.0
3532,8.0,45350.0
3533,18.0,15160801.0
3535,15.0,3242457.0
3536,6.0,83043761.0
3537,9.0,75286229.0
3538,5.0,60355347.0
3539,8.0,56003051.0
3540,4.0,50927067.0
3541,14.0,50837305.0
3542,9.0,45512466.0
3543,5.0,44585453.0
3544,7.0,40259119.0
3545,3.0,38405088.0
3546,11.0,35887263.0
3547,4.0,35606376.0
3548,6.0,34400301.0
3549,3.0,33579797.0
3550,13.0,32572577.0
3551,1.0,31841299.0
3552,3.0,31749894.0
3553,8.0,31177548.0
3554,23.0,27298285.0
3555,15.0,26068955.0
3557,8.0,24149393.0
3558,5.0,21995263.0
3560,3.0,20811365.0
3561,10.0,19490041.0
3562,8.0,18007317.0
3563,4.0,17573594.0
3564,5.0,17266000.0
3565,6.0,16781387.0
3566,11.0,16290476.0
3567,2.0,16136476.0
3568,9.0,15901849.0
3569,4.0,14426251.0
3570,7.0,13843771.0
3572,9.0,12816367.0
3573,3.0,12492481.0
3574,3.0,12313694.0
3575,7.0,11468568.0
3576,7.0,10525717.0
3577,11.0,10130108.0
3578,6.0,10113733.0
3579,5.0,9451946.0
3580,4.0,9228768.0
3581,3.0,9016782.0
3582,8.0,8017917.0
3583,6.0,7800824.0
3584,19.0,7779614.0
3585,8.0,7597898.0
3586,1.0,7460204.0
3589,9.0,6376145.0
3590,5.0,6363628.0
3591,3.0,5790894.0
3592,31.0,5750401.0
3593,5.0,4886216.0
3594,3.0,4604982.0
3595,3.0,4533261.0
3596,7.0,4299773.0
3597,4.0,4234170.0
3598,9.0,3854624.0
3599,12.0,3591299.0
3600,1.0,3098776.0
3601,6.0,2536665.0
3602,12.0,2450846.0
3603,8.0,2075743.0
3604,4.0,1785645.0
3605,1.0,1439232.0
3606,11.0,1315498.0
3607,9.0,1251749.0
3608,9.0,1171559.0
3609,11.0,1000915.0
3610,3.0,769552.0
3614,2.0,687194.0
3615,6.0,540152.0
3616,1.0,426688.0
3617,22.0,350741.0
3618,4.0,318574.0
3620,11.0,207584.0
3622,18.0,166243.0
3623,2.0,121994.0
3624,4.0,86959.0
3627,4.0,55835.0
3629,5.0,23844.0
3634,12.0,7205.0
3636,2.0,128078872.0
3637,2.0,56817045.0
3638,14.0,33405481.0
3639,6.0,28750530.0
3640,2.0,25966555.0
3641,14.0,18451000.0
3642,3.0,17108591.0
3643,9.0,16685867.0
3644,5.0,13368437.0
3645,15.0,13092000.0
3646,8.0,12899867.0
3647,8.0,12796841.0
3648,9.0,12574914.0
3649,13.0,12408986.0
3650,13.0,12096300.0
3651,5.0,11286112.0
3652,6.0,11050094.0
3654,7.0,10539326.0
3655,5.0,9584314.0
3657,7.0,9176933.0
3658,5.0,8598593.0
3659,1.0,8272296.0
3660,14.0,8114627.0
3661,4.0,7739049.0
3662,7.0,7689607.0
3663,7.0,7267585.0
3664,11.0,7099055.0
3666,5.0,6739492.0
3668,6.0,6566773.0
3669,2.0,6391436.0
3671,15.0,5881367.0
3672,11.0,5704709.0
3673,1.0,5603158.0
3675,2.0,5488570.0
3677,5.0,5360274.0
3678,3.0,5319445.0
3679,1.0,5306706.0
3680,8.0,5269757.0
3683,14.0,5027684.0
3684,6.0,5014305.0
3685,6.0,5010163.0
3686,12.0,4569019.0
3687,6.0,4445756.0
3689,7.0,4398532.0
3691,7.0,4312735.0
3692,6.0,4235151.0
3694,4.0,4197015.0
3696,17.0,4064200.0
3697,3.0,4033574.0
3698,14.0,3958500.0
3701,1.0,3766810.0
3704,12.0,3663356.0
3706,5.0,3575227.0
3709,10.0,3267313.0
3710,1.0,3248246.0
3711,7.0,3205706.0
3712,4.0,3185812.0
3714,8.0,3094813.0
3715,11.0,3083538.0
3716,3.0,3075255.0
3718,1.0,3043284.0
3719,1.0,3041083.0
3720,5.0,2923982.0
3724,1.0,2656784.0
3726,6.0,2547047.0
3727,8.0,2511476.0
3728,4.0,2465960.0
3729,6.0,2415727.0
3731,1.0,2354559.0
3732,5.0,2345941.0
3734,5.0,2339957.0
3735,4.0,2329631.0
3740,5.0,2283849.0
3742,20.0,2262223.0
3743,6.0,2231474.0
3744,1.0,2222862.0
3745,7.0,2216000.0
3746,3.0,2162043.0
3747,15.0,2159041.0
3748,9.0,2158775.0
3751,20.0,2077116.0
3755,4.0,2007758.0
3759,32.0,1879534.0
3762,9.0,1804139.0
3768,7.0,1730296.0
3772,1.0,1678874.0
3773,11.0,1671377.0
3774,1.0,1669971.0
3776,1.0,1631709.0
3781,4.0,1474628.0
3784,1.0,1400591.0
3787,5.0,1338335.0
3788,15.0,1331747.0
3792,7.0,1300682.0
3795,1.0,1262079.0
3796,18.0,1234254.0
3798,1.0,1214198.0
3800,12.0,1187266.0
3805,9.0,1121233.0
3806,6.0,1111790.0
3807,6.0,1110509.0
3809,2.0,1095369.0
3810,10.0,1092800.0
3811,5.0,1084935.0
3813,16.0,1082124.0
3816,1.0,1072834.0
3820,7.0,1044039.0
3823,7.0,1031872.0
3824,27.0,1030064.0
3825,9.0,1021398.0
3827,5.0,1011871.0
3828,10.0,1008455.0
3829,3.0,1008098.0
3835,1.0,887918.0
3840,9.0,841733.0
3843,2.0,793815.0
3845,9.0,767373.0
3846,5.0,765637.0
3847,7.0,757088.0
3848,8.0,755249.0
3849,19.0,727594.0
3852,6.0,656747.0
3854,12.0,647280.0
3855,1.0,645634.0
3860,3.0,620155.0
3865,6.0,564535.0
3866,6.0,560391.0
3869,5.0,543708.0
3871,1.0,543100.0
3873,7.0,541377.0
3875,4.0,533569.0
3876,8.0,531997.0
3882,5.0,450594.0
3884,8.0,449865.0
3886,1.0,440793.0
3889,2.0,416951.0
3890,1.0,403952.0
3891,6.0,400948.0
3893,10.0,398278.0
3894,10.0,396760.0
3895,31.0,383294.0
3896,8.0,381420.0
3897,6.0,380594.0
3899,5.0,376597.0
3900,4.0,375757.0
3903,7.0,366037.0
3905,5.0,342895.0
3912,5.0,310154.0
3914,2.0,307037.0
3916,15.0,299569.0
3918,2.0,280046.0
3920,5.0,266130.0
3922,6.0,258771.0
3923,5.0,253874.0
3925,1.0,245127.0
3926,8.0,244397.0
3930,19.0,239962.0
3932,1.0,229117.0
3933,1.0,228767.0
3935,1.0,215026.0
3936,4.0,213137.0
3953,14.0,163265.0
3972,22.0,67421.0
3973,8.0,66559.0
3975,3.0,58198.0
